Text,Date,Sentiment,Company
  BSE takes fresh stab at reviving F&O segment with weekly options,2023-05-15,1,bse
  DLF climbs to 52-week high as Q4 net profit jumps​ 40%; brokerages remain upbeat,2023-05-15,1,dlf
"  In The Money | Crucial practical concepts—stop loss, margin and liquidity",2023-05-15,2,
"  Tata Motors turns profitable: Street bets on JLR's ambitious targets, debt reduction",2023-05-15,1,tata
"  Daily Voice | Opportune time to go overweight on consumption segment given bottoming out of commodity prices, says this investment advisor",2023-05-15,0,
"  Closing Bell: Nifty ends around 18,400, Sensex gains 318 pts; realty index up 4%",2023-05-15,1,
"  Interview | Nifty CPSE may see 12% returns in coming weeks while Auto index eyes 15,000, says this technical chartist",2023-05-15,1,
"  Buzzing Stocks: Tata Motors, D-Mart, Hero MotoCorp, DLF and others in news today",2023-05-15,1,hero
"  Trade Spotlight | Your game plan for Kajaria Ceramics, Chalet Hotels, Intellect Design Arena today",2023-05-15,1,intellect
"  Hot Stocks | Bet on Jubilant Pharmova, Engineers India, Container Corp for short term",2023-05-15,1,container
"  Asian shares braced for China data, Fed speakers",2023-05-15,1,
  Cash Market | KRBL breaks out on good volumes,2023-05-15,0,krbl
  Cash Market | Indian Overseas Bank is breaking out of a rounding bottom pattern,2023-05-15,0,
  Cash Market | Delta Corp has given a 5-month range breakout,2023-05-15,1,delta
  Options Trade | An earning-based non-directional options strategy in Bank of Baroda,2023-05-15,1,
  Commodity Futures | Price is reversing from retracement resistance in Crude Oil,2023-05-15,2,
  Sebi weighs rules to regulate portals offering fractional ownership of realty assets,2023-05-15,0,
"  PVR Inox, Tata Motors, Hero MotoCorp | Top stocks to watch out for today",2023-05-15,1,hero
"  ABB India makes rapid strides to new highs, but analysts see little room for fresh rally",2023-05-15,1,abb
  Hero MotoCorp plans record launches & premium segment foray; stock near 3-mo high,2023-05-15,1,hero
NSE India Q4 results: Net profit up 31% year-on-year; declares dividend,2023-05-15,1,
"Bulk deals on May 15: Home First Finance, others exchange hands; check details",2023-05-15,2,home
"FIIs invest ₹1,685.29 crore in Indian market on 15 May, DIIs invest ₹191.20",2023-05-15,0,
P&G Health net profit up 15% to ₹59 crore in January-March quarter,2023-05-15,2,
"Ashish Kacholia, Bengal Finance buys 4.05% stake in Aeroflex Industries",2023-05-15,1,
"HDFC to raise up to ₹8,000 crore via bonds; check details",2023-05-15,0,hdfc
"PVR Q4 Results: Net loss at ₹333.4 cr, revenue up 113%",2023-05-15,2,pvr
"Pfizer Q4FY23 Results: Net profit up 3.1%, declares dividend",2023-05-15,0,pfizer
Berger Paints Q4 net profit falls 15.9% YoY; announces dividend,2023-05-15,2,berger
"Top gainers, losers in trade today: Tata Motors, ITC, Cipla; Check list here",2023-05-15,1,tata
"Sensex, Nifty rise for second consecutive day; Nifty Bank touches all-time high",2023-05-15,1,
Century Plyboards Q4 net profit jumps 29.5% YoY; declares dividend,2023-05-15,1,century
"Karur Vysya Q4 Results: Net profit up 58.3% at ₹338 cr, dividend declared",2023-05-15,0,karur
Nifty Realty index gains over 5% on Monday; here's why,2023-05-15,1,
"BSE relaunches Sensex, Bankex derivative contracts",2023-05-15,1,bse
"BSE SME Innokaiz India makes solid debut, shares nearly double on listing day",2023-05-15,1,bse
Kalyan Jewellers Q4 net profit falls 1.6%; declares dividend,2023-05-15,2,kalyan
Demat accounts rise to 11.6 crore in April,2023-05-15,0,
Why Adani shares are falling despite ₹8500 crore fund raise plans — explained,2023-05-15,2,adani
"These 7 healthcare stocks touch their new 52-week highs, rally up to 43% in a month",2023-05-15,1,healthcare
"Ashish Kacholia, Bengal Finance buy 4.05% stake in IPO-bound Aeroflex Industries",2023-05-15,1,
​Market Trading Guide: Tech Mahindra among 6 stock recommendations for Tuesday​,2023-05-15,0,mahindra
"Stock Radar: Buy AU Small Finance Bank for a target of Rs 850 in 3 months, says Gaurav Bissa of InCred Equities",2023-05-15,1,au
"NSE launches WTI Crude Oil, Natural Gas futures contracts",2023-05-15,1,
"Adani Transmission seeks shareholders' nod to raise up to Rs 8,500 crore",2023-05-15,0,adani
Tata Motors back in top gear with improving cash flows and rising sales volume,2023-05-15,1,tata
"S&P 500, Dow muted on slowdown fears; Meta lifts Nasdaq",2023-05-15,1,
Tech View: Nifty forms high wave type candlestick. What should traders do on Tuesday,2023-05-15,1,
Bharti Airtel Q4 Preview: Revenue growth to be modest; flat ARPU eyed,2023-05-15,2,bharti
"​Held by over 100 MF schemes, these 7 stocks have gained over 25% in 2023",2023-05-15,1,
Incremental demat a/c additions slip 18% MoM to 16L in April versus 19L in March,2023-05-15,2,
Nifty near its all-time high. Watch out for these 6 factors this week,2023-05-15,1,
"Sensex extends gains to Day 2, ends 318 pts higher; Nifty near 18,400",2023-05-15,1,
"Sensex jumps 318 pts, Nifty near 18,400; Ujjivan SFB, DLF surge 7% each",2023-05-15,1,dlf
PMS Tracker: These 15 funds reward HNI investors with double-digit returns in April,2023-05-15,0,
"Nifty Bank misses all-time high by whisker; falls 0.10 points short of 44,151.80",2023-05-15,2,
"Chartbusters! 5 smallcap stocks give double-digit returns in last 3 days, volumes surge",2023-05-15,1,
"With tyre scrips running head, carbon black can't be left behind: 3 stocks to bet on from this industry",2023-05-15,1,black
Japan's Nikkei hits 18-month high as investors cheer earnings,2023-05-15,1,
Sebi cautions against premature conclusion of Adani probe,2023-05-15,0,adani
Stock picks of the week: 5 stocks with consistent score improvement and upside potential of up to 51%,2023-05-15,1,
Chart Check: Ascending triangle breakout makes BPCL an attractive buy; next target seen at Rs 400,2023-05-15,1,
Adani Group stocks in the red ahead of Supreme Court hearing,2023-05-15,2,adani
"At multi-year highs: Siemens, ABB India among 9 stocks that gave 5-year breakouts",2023-05-15,1,abb
"Momentum Pick: Tata Communication under consolidation, long term bullish trends intact",2023-05-15,1,tata
"Havells, Sapphire Foods among 6 stocks that rose above their 200 DMAs",2023-05-15,1,foods
Sectoral Spotlight: Telecom to see further consolidation; focus shifts to Bharti Airtel ahead of Q4 results,2023-05-15,1,airtel
Golden Crossovers: SRF among 4 stocks that signal further bullishness,2023-05-15,1,srf
Pricing is key as Gautam Adani seeks to raise $2.6 billion,2023-05-15,2,adani
"PMS Talk: Fund Manager with over Rs 4500 cr in AUM bullish on pharma, media and telecom",2023-05-15,0,
"Hot Stocks: Brokerages on HPCL, Manappuram Finance, Dr Lal Pathlabs and Lupin",2023-05-15,0,lupin
"Sensex rises 150 points, Nifty above 18,350; Tata Motors jumps 4%",2023-05-15,1,tata
View: Now is the time for Adani to raise equity — and market cred,2023-05-15,1,adani
"Sensex, Nifty defy global mood, trade higher on strong earnings show",2023-05-15,1,
Stocks to buy today: 4 short-term trading ideas by experts for 15 May 2023,2023-05-15,1,
"F&O Ban: BHEL, PNB, Delta Corp among 6 stocks under ban for trade on Monday",2023-05-15,1,delta
"Buy or Sell: Stock ideas by experts for May 15, 2023",2023-05-15,2,
Two stocks with potential to rise around 6%,2023-05-15,1,
"Stocks in focus: DLF, Rail Vikas Nigam and more",2023-05-15,1,rail
Steel giant set to stumble as another steel powerhouse moves sideways,2023-05-15,1,steel
"BSE relaunches Sensex, Bankex derivatives contracts to boost trading",2023-05-15,1,bse
"All but one Adani Group stocks decline, two hit the lower circuit",2023-05-15,2,adani
"Street rejoices DLF's strong Q4 performance, guidance; stock surges 7.4%",2023-05-15,0,
"Sensex, Nifty up 0.5% each to hit fresh 5-mth highs amid strong global cues",2023-05-15,1,
"Residential sales surge 48% in FY23, sets all-time high record: Anarock",2023-05-15,1,
Realty stocks soar on Sebi proposal to formalise fractional ownership,2023-05-15,0,
"MFs lap up beaten-down Nykaa, Zomato in April, holdings cross Rs 1,000 cr",2023-05-15,2,zomato
Sensex gains 318 pts as investors cheer dip in inflation; Realty stks rally,2023-05-15,1,
No exposure to Adani group stocks because of its high debt: Mark Mobius,2023-05-15,1,adani
"Bharti Airtel Q4 revenue may rise up to 6.4% QoQ, ARPU growth to aid margin",2023-05-15,1,bharti
This smallcap pharma company has zoomed 44% in 3 days on strong Q4 results,2023-05-15,1,
DMart dips 5% on weak Q4; here's how brokerages have interpreted the result,2023-05-15,2,dmart
Bank of Baroda Q4 preview: PAT may soar up to 2x YoY on healthy loan growth,2023-05-15,1,
"BSE Realty index hits 8-month high; Mahindra Lifespace, DLF soar up to 7%",2023-05-15,1,bse
More IPOs need to deliver listing pop to revive retail interest: Analysts,2023-05-15,0,
"Lupin extends gain, hits 52-wk high post Q4 results; surges 20% in 1 month",2023-05-15,1,lupin
Adani Group shares trade weak in a firm market; decline up to 5%,2023-05-15,2,adani
DLF rallies 5%; hits multi-year high on healthy March quarter results,2023-05-15,1,dlf
Adani stocks have seasonality to help in recovery from $100 billion rout,2023-05-15,2,adani
This time we'll crack the derivatives segment: BSE MD & CEO Ramamurthy,2023-05-15,0,bse
"Even after FTX's collapse, most influential crypto cos follow own rules",2023-05-15,0,
"Stocks to Watch on May 15: Adani Group, Tata Motors, DMart, PVR Inox",2023-05-15,1,inox
"  Sebi looks to expand QIB definition; universities, urban local bodies may be able to invest in debt market",2023-05-16,0,N/A
  Libor is dead. The question remains if any lessons have been learnt from its crisis,2023-05-16,0,N/A
  Gainers & Losers: 10 stocks that moved the most on May 16,2023-05-16,2,N/A
"  Technical View | Nifty forms Bearish Engulfing kind of pattern, 18,200 to be key support",2023-05-16,0,N/A
"  Bharti Airtel Q4 net profit rises 50% to Rs 3,006 crore, beats estimates",2023-05-16,1,airtel
"  Expect EBITDA margin to sustain at 25-30% in FY24, says Meghmani Finechem CMD Maulik Patel",2023-05-16,1,patel
  PSU index consistently making new highs; auto sector witnesses strong performance: Marathon Trends' Atul Suri,2023-05-16,1,marathon
"  Taking Stock: Market snaps 2-day gains; Nifty below 18,300, Sensex falls 413 points",2023-05-16,2,N/A
"  LIVE: Nifty, Sensex Trade Lower Amid Volatility; PVR in focus | Closing Bell",2023-05-16,2,pvr
  Moneycontrol Pro Panorama | The worrying reasons behind disinflation and declining exports,2023-05-16,0,N/A
"  Indian Oil Q4 net profit jumps 67% to Rs 10,059 crore",2023-05-16,1,N/A
  Nexus Select Trust REIT to finalise IPO share allotment today: Here's how to check your status,2023-05-16,1,N/A
  FOPs explained: Why Sebi feels the need to regulate these pooled realty investments,2023-05-16,0,N/A
"  F&O Manual | Traders turn to selling on Nifty rally, broader market stocks shine",2023-05-16,1,N/A
  There is a clear shift in preference from ‘Dragon’ to ‘Elephant’: Sunil Singhania,2023-05-16,1,N/A
  Tube Investments rises 6% as consolidated net profit zooms 74% YoY,2023-05-16,1,consolidated
  NGL Fine Chem soars 13% on strong operational performance in Q4,2023-05-16,2,ngl
  Xi Jinping’s Taiwan ambitions threaten China’s rise,2023-05-16,1,N/A
  What's behind the central bank’s hoarding of gold,2023-05-16,1,central
  Emkay Global Financial Services tanks 7% after Q4 losses widen to  Rs 5.37 crore,2023-05-16,2,emkay
  Astral surges 9% as Q4 net profit jumps 38% on strong operational show,2023-05-16,1,astral
"  PVR-Inox shares decline on Q4 flop show, few takers for Hindi films",2023-05-16,1,N/A
  Suryoday Small Finance Bank jumps 5% on the back of robust Q4 results,2023-05-16,1,suryoday
  Vesuvius scales 20% to 52-week high on robust Q4 earnings,2023-05-16,1,vesuvius
  SAT Industries gains over 3% as ace investor Ashish Kacholia picks stake,2023-05-16,1,sat
  Chart of the Day: India remains a bright spot for pharma companies,2023-05-16,1,bright
  Mixed macro releases portend monetary policy pause,2023-05-16,0,N/A
  LIVE: Will Bank Nifty scale fresh highs | Bharti Airtel Q4 results | Opening Bell,2023-05-16,1,airtel
"  Asia stocks steady despite China data miss, helped by weaker dollar outlook",2023-05-16,1,N/A
"  Market Live: Auto Rally Speeds Up Post Q4 Earnings; Airtel Q4 Today| PVR Inox, Berger In Focus",2023-05-16,1,berger
  Falling commodity prices buoy trade balance,2023-05-16,2,N/A
"  Buzzing Stocks: HDFC Bank, Pfizer, Bharti Airtel, UltraTech Cement, PVR Inox and others in focus today",2023-05-16,1,ultratech
"  Closing Bell: Nifty below 18,300, Sensex falls 413 pts; autos drag, PSU banks gain",2023-05-16,2,N/A
"  Trade Spotlight | How to trade in EPL, Godrej Properties, Zensar Technologies today",2023-05-16,1,godrej
"  Hot Stocks | CCL Products, Mastek, Apollo Hospitals can fetch double-digit returns in short term",2023-05-16,1,ccl
"  Daily Voice | Pain in new-age tech sector especially in private space yet to be over, says Unmesh Sharma of HDFC Securities",2023-05-16,1,hdfc
  Cash Market | Chalet Hotels is a buy-on-dips candidate,2023-05-16,2,chalet
  Cash Market | ITC on strong and steady uptrend as directional movement system shows,2023-05-16,0,itc
  Options Trade | An earnings-based non-directional options strategy in LIC Housing Finance,2023-05-16,1,lic
  Commodity Futures | Natural gas structure has turned bullish,2023-05-16,1,N/A
  Cash Market | A 4-month consolidation breakout in McDowell,2023-05-16,1,mcdowell
US stocks fall after mixed retail sales data,2023-05-16,2,N/A
Capital One shares up after billionaire investor Buffett's near $1 bln bet on bank,2023-05-16,1,N/A
"NSE gets approval to delist Nifty50 from SGX, SGX Nifty rechristened GIFT Nifty",2023-05-16,1,N/A
Tech View: Nifty charts hinting at profit booking ahead. What should traders do on Wednesday,2023-05-16,0,N/A
"Smallcap pharma multibagger stock announces 1:5 stock split, declares dividend",2023-05-16,2,N/A
"Sensex falls 413 pts, Nifty below 18,300; Jubilant Ingrevia tanks 6%, PB Fintech gains 4%",2023-05-16,2,jubilant
"Fag-end selling drags Sensex 413 pts lower; Nifty below 18,300",2023-05-16,2,N/A
"Institutional investors lap up BFSI stocks amid upbeat credit offtake, improving asset quality",2023-05-16,1,N/A
"Top midcap pick! Polycab shares can rally upto 25%, says Jefferies",2023-05-16,1,polycab
"Bernstein bets big on RIL, sees Jio’s subscriber base hitting 500 million in FY26",2023-05-16,1,N/A
"Momentum Pick: Firing on twin cylinders, Carborundum Universal may see 18% upside",2023-05-16,1,carborundum
All you need to know about investing in bonds,2023-05-16,0,N/A
Investors should build a strong portfolio in 2023 to take advantage of India’s Amrit Kaal,2023-05-16,2,N/A
Weaving profit: 6 stocks from textile sector with an upside potential of up to 40%,2023-05-16,1,N/A
ONDC not significant near-term threat for Zomato: Kotak Equities,2023-05-16,1,kotak
"Nifty Realty Index stocks: Some with upside potential as high as 46%, some seem to have run out of breath.",2023-05-16,1,N/A
"Hindustan Zinc, Nykaa among MFs top 10 largecap buys in April",2023-05-16,1,nykaa
"Q4 results impact: Tube Investment, Astral, Suryoday SFB rally up to 8%",2023-05-16,1,suryoday
6 midcap stocks that have beaten volatile markets can rise up to 38%,2023-05-16,1,N/A
Adani stocks among Nifty counters that saw highest buying by MFs last month,2023-05-16,1,adani
Stand-up Bets! 23 stocks that gave multibagger returns in 3 years,2023-05-16,0,N/A
Tech Mahindra among 4 stocks that jumped above their 200 DMAs,2023-05-16,1,mahindra
"Hot Stocks: Brokerages on Max Financial, Berger Paints, Polycab and HDFC Life",2023-05-16,0,polycab
"Sensex flat, Nifty below 18,400; PVR Inox loses 4%",2023-05-16,2,pvr
"Buy or Sell: Stock ideas by experts for May 16, 2023",2023-05-16,2,N/A
"Stocks in focus: Wipro, HCL Info and more",2023-05-16,1,info
Piping giant rises as food services major moves sideways,2023-05-16,1,N/A
Stocks to buy today: 4 short-term trading ideas by experts for 16 May 2023,2023-05-16,1,N/A
A hospital stock and a realty share with potential to rise 5%-6%,2023-05-16,1,N/A
"Golden Crossovers: Titan, ICICI Bank among 5 stocks signalling further bullishness",2023-05-16,1,golden
"HDFC Bank, HDFC to trade ex-dividend today",2023-05-16,0,hdfc
"F&O Ban: BHEL, GNFC, Delta Corp, PNB under ban on Tuesday; Manappuram Finance, Canara Bank exit",2023-05-16,1,delta
Asian markets wobble as US struggles to reach debt deal,2023-05-16,1,N/A
"Berkshire invests in Capital One, sheds four stocks",2023-05-16,2,N/A
"Buffett sheds stake in TSMC, while Macquarie, Fidelity buy shares -filings",2023-05-16,1,N/A
"Fund managers up cash levels as mkts soar; MFs book profits in autos, PSBs",2023-05-16,2,N/A
SGX Nifty will be known as GIFT Nifty from July 3: National Stock Exchange,2023-05-16,1,national
Jupiter Wagons raises Rs 125 cr via qualified institutional placement route,2023-05-16,1,jupiter
"Sensex sheds 413 pts as HDFC twins, RIL weigh; Nifty ends below 18,300",2023-05-16,2,hdfc
SBI hits over 3-month high ahead of Q4 results; stock gains 8% in one month,2023-05-16,1,sbi
Aurobindo hits 52-week high; zooms 63% from Feb low on improved performance,2023-05-16,1,aurobindo
Engineers India hits over 3-year high; stock surges 45% in 7 weeks,2023-05-16,1,engineers
"DLF, Sobha: Realty index can hit life-time peak if it conquers 484 level",2023-05-16,1,N/A
"Large-cap MFs, Index Funds to attract flows as markets pick pace: Analysts",2023-05-16,0,N/A
BSE Midcap index hits 52-week high; Astral surges 9% on strong Q4 results,2023-05-16,1,astral
"HDFC, HDFC Bank turn ex-date for dividend; shares fall up to 2%",2023-05-16,2,hdfc
PVR Inox hits 52-week low; down 4% as Q4 net loss widens to Rs 333 cr,2023-05-16,2,pvr
"Stocks to Watch today, May 16: RIL, Adani Ent, HDFC, Airtel, BoB, IOC",2023-05-16,1,adani
"Sell Nifty Private Bank, Financial Service indices on rise, suggest charts",2023-05-16,1,N/A
"NSE posts consolidated net profit of Rs 7,356 cr; revenue at Rs 12,765 cr",2023-05-16,1,consolidated
